x,y,z,vx,vy,vz,t
0.5,-0.5,0.0,0.0010000000474974513,-0.0010000000474974513,0.0,0.0
0.5,-0.5,0.0,0.0010000000474974513,-0.0010000000474974513,0.0,0.0
0.5002205131167963,-0.5002198086544594,0.0,0.0009880825232445386,-0.0009817288075566802,0.0,0.22183513764317384
0.5022806261322914,-0.5021947222391709,0.0,0.000869404263635976,-0.0007986995064043802,0.0,2.440186514074912
0.5043320216985743,-0.5039681884493193,0.0,0.0007335590674540729,-0.0005867996723886951,0.0,5.0
0.5043320216985743,-0.5039681884493193,0.0,0.0007335590674540729,-0.0005867996723886951,0.0,5.0
0.5044869678009665,-0.5040911065640914,0.0,0.0007230462614038081,-0.0005687175937086695,0.0,5.21274979874615
0.5059137433431801,-0.5051085178712854,0.0,0.000618356623711902,-0.0003876464185617368,0.0,7.340247786207647
0.5073855528733973,-0.5058378404677372,0.0,0.0004885689804855039,-0.00016065540062599844,0.0,10.0
0.5073855528733973,-0.5058378404677372,0.0,0.0004885689804855039,-0.00016065540062599844,0.0,10.0
0.5074827967525851,-0.505868412568,0.0,0.00047880380920203126,-0.00014347195186465553,0.0,10.201047603918346
0.5083475114083872,-0.505983982786831,0.0,0.00038151396386902875,2.8564644590207402e-05,0.0,12.2115236431018
0.5092244129332705,-0.5055709886946039,0.0,0.0002476335051300191,0.0002677607636080129,0.0,15.0
0.5092244129332705,-0.5055709886946039,0.0,0.0002476335051300191,0.0002677607636080129,0.0,15.0
0.5092735610481313,-0.5055150268869558,0.0,0.00023795486506421912,0.00028514697502221125,0.0,15.202427495999837
0.509657522863619,-0.5047617095770365,0.0,0.00014150309612186537,0.0004591912267913833,0.0,17.226702455998208
0.5098677948643596,-0.5031570173023593,0.0,1.0316847456668277e-05,0.000698149735187051,0.0,20.0
0.5098677948643596,-0.5031570173023593,0.0,1.0316847456668277e-05,0.000698149735187051,0.0,20.0
0.5098689205284598,-0.5030103853532304,0.0,5.405316102021362e-07,0.0007160349930518177,0.0,20.207373194634346
0.5097689025618004,-0.5013399539718694,0.0,-9.690792311988027e-05,0.0008950534958998035,0.0,22.28110514097781
0.5093326523419037,-0.4985868358151388,0.0,-0.0002238420470578276,0.0011301995535812337,0.0,25.0
0.5093326523419037,-0.4985868358151388,0.0,-0.0002238420470578276,0.0011301995535812337,0.0,25.0
0.5092831157891627,-0.49834020181400107,0.0,-0.00023392102774602203,0.0011489293851572415,0.0,25.216428345084616
0.5086680025692009,-0.4956507947690417,0.0,-0.00033441149637843646,0.0013363788400319082,0.0,27.38071179593077
0.5076335534216204,-0.49185296015553626,0.0,-0.0004553376545698225,0.0015635785517588278,0.0,30.0
0.5076335534216204,-0.49185296015553626,0.0,-0.0004553376545698225,0.0015635785517588278,0.0,30.0
0.5075302052560435,-0.4914998758749908,0.0,-0.00046568322113874517,0.0015830504324487044,0.0,30.224420691275547
0.5063692408693807,-0.48772858750919135,0.0,-0.0005688685286328219,0.001777896949038588,0.0,32.46862760403102
0.5047824907976793,-0.4829496308105042,0.0,-0.0006847071451445197,0.001997927263612315,0.0,35.0
0.5047824907976793,-0.4829496308105042,0.0,-0.0006847071451445197,0.001997927263612315,0.0,35.0
0.5046228906634866,-0.4824851745671867,0.0,-0.0006952873809137823,0.002018030858934209,0.0,35.2313053396994
0.5028924749944207,-0.4775847804378943,0.0,-0.0008008635177052644,0.00221916125878796,0.0,37.54435873669336
0.5007886423900461,-0.47187297560037283,0.0,-0.0009125410525247001,0.0024328485731406734,0.0,40.0
0.5007886423900461,-0.47187297560037283,0.0,-0.0009125410525247001,0.0024328485731406734,0.0,40.0
0.5005708465059827,-0.4712932954622904,0.0,-0.0009233387649540045,0.0024534853562974065,0.0,40.23726587972283
0.4982521218568224,-0.46522714843349916,0.0,-0.001031150159370746,0.002659903244399571,0.0,42.609924676951096
0.4956580735133218,-0.45862122800093214,0.0,-0.0011394960654691549,0.0028678952021639593,0.0,45.0
0.4956580735133218,-0.45862122800093214,0.0,-0.0011394960654691549,0.0028678952021639593,0.0,45.0
0.4953805446708397,-0.45792354437881866,0.0,-0.0011505042016803732,0.0028889691507133337,0.0,45.2423832074439
0.49245858309042306,-0.450665773734245,0.0,-0.0012604985108798025,0.0030997011792070063,0.0,47.666215281882906
0.48939336912932635,-0.4431950164911281,0.0,-0.0013663103228664275,0.003302553609604737,0.0,50.0
0.48939336912932635,-0.4431950164911281,0.0,-0.0013663103228664275,0.003302553609604737,0.0,50.0
0.48905496393909725,-0.4423777499668639,0.0,-0.0013775290586168889,0.0033239642044754743,0.0,50.24666544994799
0.48551870555008114,-0.43391468257951027,0.0,-0.0014897285582240048,0.003537989295414783,0.0,52.71331994942789
0.4819931817849829,-0.42559774645608384,0.0,-0.0015938219995674614,0.0037362227740689283,0.0,55.0
0.4819931817849829,-0.42559774645608384,0.0,-0.0015938219995674614,0.0037362227740689283,0.0,55.0
0.4815931937030593,-0.4246607442152317,0.0,-0.0016052567603049744,0.0037578591610709275,0.0,55.25006456817329
0.4774359316129389,-0.4149932929380561,0.0,-0.0017197389113970958,0.003974049225966024,0.0,57.75071024990623
0.4734516756870094,-0.40583610594175934,0.0,-0.0018229924659444283,0.004168185428832807,0.0,60.0
0.4734516756870094,-0.40583610594175934,0.0,-0.0018229924659444283,0.004168185428832807,0.0,60.0
0.4729899168252386,-0.40478093763996814,0.0,-0.0018346525882392858,0.0041899214667665335,0.0,60.25248975921965
0.46821016093173995,-0.39392765989971695,0.0,-0.0019515368138394626,0.00440699079479872,0.0,62.777387351416145
