x,y,z,vx,vy,vz,t
1.0,1.0,1.0,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.0
1.0,1.0,1.0,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.0
0.9999869434096592,0.9999961924648592,0.999993259312984,-0.0017081894277015987,-0.0005686642292308771,-0.0009300905018214949,0.016183292155198006
0.9983437110001941,0.9993967706321117,0.999061904420826,-0.018105503051235816,-0.006666585943386111,-0.010309775403293529,0.17801621370717807
0.9677383096647771,0.9878971556143273,0.9814063342583355,-0.0625349061692973,-0.023793136193142144,-0.03638676831998851,0.8832706914218749
0.9013966727236947,0.9621131587222206,0.9422298675503693,-0.08266004854791173,-0.032794536440326386,-0.049516554503534475,1.7703669988141155
0.810484804667913,0.9249677418403144,0.8866554373870651,-0.08514454976441281,-0.03586585747872508,-0.05315361306651978,2.839187354776646
0.7058883619302281,0.8791318002595385,0.819571118564693,-0.07814108595748509,-0.035697939009370495,-0.051566943432628534,4.113543964104022
0.5931142191277992,0.8248674774988224,0.7424728555368839,-0.06685264066318439,-0.03398084001387109,-0.0474515224384624,5.6682710070159334
0.47588858292462793,0.7611427247648923,0.6553806401431849,-0.05390700258289745,-0.031467481378368946,-0.04205183166379265,7.615155740327652
0.36314145400653103,0.6896388384606699,0.5623342206647842,-0.04117718341798452,-0.02853149233321674,-0.03610828570837094,10.0
0.36314145400653103,0.6896388384606699,0.5623342206647842,-0.04117718341798452,-0.02853149233321674,-0.03610828570837094,10.0
0.3597579390517871,0.6868364299526104,0.5592288753043825,-0.043770491967873575,-0.04163772845340798,-0.04180431946688478,10.079612643743708
0.31843182243824436,0.6187628519441882,0.5106366102119346,-0.05672972357191504,-0.11445898753147742,-0.07387336726555763,10.87573908118079
0.2664992931896622,0.5056824982185022,0.4392587303680373,-0.05583602089463077,-0.1267175479496812,-0.07978152863792472,11.785119162197844
0.21091135976337005,0.3786768096370835,0.3576385069948296,-0.04778146998859162,-0.10855380459983988,-0.07182438415812956,12.852245555577596
0.1577472766823497,0.2606642592684315,0.2761179371442634,-0.037067517636756045,-0.0796725125284819,-0.057962691817025555,14.107094097633405
0.11109991047127322,0.16458599830943296,0.20178150948117118,-0.026513645265561915,-0.051813239031284423,-0.043119697376377934,15.585073383643032
0.07293776260094516,0.09425102706129877,0.13840874992633267,-0.017504204717044315,-0.03003847561420807,-0.02976145782273762,17.342069163590008
0.043617025114310426,0.04754925209423366,0.08731047423289084,-0.010483773079403645,-0.015219495936490985,-0.018807197182045793,19.481915552915183
0.038509662102446246,0.040281186561481844,0.0780897590232124,-0.009257794583286029,-0.012901071840519343,-0.01682468670563525,20.0
0.038509662102446246,0.040281186561481844,0.0780897590232124,-0.009257794583286029,-0.012901071840519343,-0.01682468670563525,20.0
0.03760673537846272,0.03905091330600072,0.07651596656704471,-0.010525043785221903,-0.01406428263987144,-0.017700550439841867,20.091092800007317
0.026176612261912334,0.025239215095873232,0.05963431704293837,-0.01392172647719988,-0.015793554983074366,-0.019950557813114063,20.95410763505714
0.015397030696798432,0.01354304898561515,0.043483432039739936,-0.010571799551852097,-0.01093255428301945,-0.016985586870305987,21.819002433613946
0.007478154783269075,0.005731177867099271,0.0294003797880089,-0.006172918049867587,-0.005727867525273244,-0.012552885967293662,22.772597401888167
0.002990659864514864,0.0018126291328836855,0.018805126196076355,-0.00293797212486463,-0.0023449892511753986,-0.008469291423242063,23.788964527856578
0.000904632634564076,0.0002954626175086792,0.011408648608666583,-0.0011207207204097407,-0.0006920304048069286,-0.005313902495257069,24.878356622466846
0.00012877414642663266,-9.564491261189538e-05,0.006415337391843777,-0.0002934910451101255,-8.182504085251809e-05,-0.0030554417842552995,26.099231026159433
-4.734577877347912e-05,-8.847022043892384e-05,0.0032229176380406135,-2.1461117202416788e-05,4.2427700192608665e-05,-0.001558001967294269,27.532632281224032
-3.8917446849145875e-05,-3.4837908307735956e-05,0.0016285761692169463,1.75524207816423e-05,2.825569884922696e-05,-0.0007938115995376426,28.938233852072482
-2.1313087472921217e-05,-1.3146512476673202e-05,0.0009695792205926302,1.41552734249581e-05,1.3527653328072826e-05,-0.00047442963265675777,30.0
-2.1313087472921217e-05,-1.3146512476673202e-05,0.0009695792205926302,1.41552734249581e-05,1.3527653328072826e-05,-0.00047442963265675777,30.0
-1.9144514614866262e-05,-1.1141941782637374e-05,0.0008972319668483428,1.3383750960480599e-05,1.1963010399498014e-05,-0.0004450386342771371,30.15739303851341
-4.834708396795547e-06,-1.0808392923255136e-06,0.0003934710938711827,4.994719653473625e-06,2.3501744611083046e-06,-0.0002140413001525115,31.731323423647492
-4.1900354272868896e-07,3.472040440049038e-07,0.00014913925398111767,8.569251981204095e-07,-2.285445415930909e-08,-8.570159589532344e-05,33.457527529230966
