x,y,z,vx,vy,vz,t
1.0,1.0,1.0,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.0
1.0,1.0,1.0,9.999999747378752e-05,9.999999747378752e-05,9.999999747378752e-05,0.0
0.9999966064611623,0.9999957470528616,0.999996434806389,-0.001065721658409079,-0.0013103021396155387,-0.0011145726000511846,0.007016564335072804
0.9995253127060661,0.9994245343574796,0.9995051882150996,-0.012216814388516342,-0.014783337594184171,-0.012729263179759115,0.07718220768580085
0.9705943604218761,0.9646834060524384,0.9694151835784646,-0.07702889609900479,-0.09207208051180339,-0.08002932047506639,0.6730214902385938
0.8893327885840356,0.8684659982059358,0.8851657498103097,-0.11198078939974465,-0.1314071691375989,-0.11587169895869767,1.5005551026375255
0.7750039473873993,0.7359803809307157,0.7671774451577211,-0.11663271747961745,-0.133387694099163,-0.1200385555564499,2.483609842399188
0.6467214366917131,0.5916678047874482,0.635588239518575,-0.10487737737156161,-0.11588900255501072,-0.10719771852519193,3.6340315754649497
0.5150216714175686,0.44923318738426304,0.501542377433772,-0.08608074248589269,-0.09090759379501381,-0.08721015142397576,5.012753937220392
0.3894552844160758,0.3201826002059053,0.3749961095702803,-0.06577954681440219,-0.06556974816903152,-0.06590640278476631,6.673645010381944
0.2754835329263071,0.21038008095764052,0.26154956564215615,-0.04666533736940027,-0.04323594792325608,-0.04610705870339836,8.719157843074756
0.22173517769474427,0.1616711582032159,0.2086683629917369,-0.03758304517767001,-0.033251550851609815,-0.03680848976310708,10.0
0.22173517769474427,0.1616711582032159,0.2086683629917369,-0.03758304517767001,-0.033251550851609815,-0.03680848976310708,10.0
0.21817314473077584,0.15854520245795195,0.2052769173993673,-0.04347129531032495,-0.037882500329775644,-0.040417106598766676,10.087723509918527
0.16867561155166058,0.11721645737834377,0.16335884389519612,-0.065511470419413,-0.05308992262788835,-0.05379482656954955,10.930602067245879
0.11445234771520438,0.07452120708443047,0.11851888705241168,-0.05658639773930814,-0.043175474356022564,-0.04760795340678814,11.800305919104328
0.06743645770342947,0.039900865689763206,0.07767999631279851,-0.038538124896018974,-0.02716089197245766,-0.03492036563289797,12.787873352499256
0.034906611662378136,0.018016634979700928,0.04667227257814482,-0.022067332373577605,-0.013954550201763054,-0.02246918977389147,13.87899320597989
0.015879111560442367,0.00671428714460354,0.025899956092722904,-0.010874975626490932,-0.005907776437090482,-0.013026867844708698,15.073118105208938
0.006187843711856584,0.0018972228750412908,0.013159543004173576,-0.0045578297741894905,-0.0019718987157038483,-0.006814128720892974,16.397865707461282
0.001883650757635599,0.00028475743322482695,0.005843258259380065,-0.0015024476507422006,-0.0004311489338018092,-0.0030869956819107266,17.94818950133343
0.0005064137648211648,-1.9443320382666533e-05,0.0025271626067326176,-0.0004424269956760478,-5.2332211245068136e-05,-0.0013513686726156324,19.524320030125402
0.00033192345024397657,-3.549765884602038e-05,0.001958904449300779,-0.0002998170159683348,-1.842861558310672e-05,-0.0010502961809655056,20.0
0.00033192345024397657,-3.549765884602038e-05,0.001958904449300779,-0.0002998170159683348,-1.842861558310672e-05,-0.0010502961809655056,20.0
0.00029195969436466863,-3.757752895449536e-05,0.0018138202389134076,-0.00026846676013809914,-1.1342114757430347e-05,-0.0010102807459035316,20.140767733669794
6.928863565033053e-05,-2.8893544769807948e-05,0.0007232448292741234,-7.94406377007359e-05,1.3403286268770924e-05,-0.0005379517491562586,21.54844507036773
9.995420334704673e-06,-1.2630370687523421e-05,0.00022772927694070884,-1.8976683686907295e-05,9.115752629658064e-06,-0.0002183649843660555,22.91621974512272
-2.4011589753446966e-06,-3.2633373507160155e-06,3.307434129278455e-05,-1.4739382540368329e-06,3.2168403471459126e-06,-5.508641944976882e-05,24.498470937259437
-1.7261401531296796e-06,-2.2178648477716907e-07,-8.727921260980574e-06,8.285535122787174e-07,4.7344881241197144e-07,-2.454494749696358e-06,26.430478965479296
